task,comment,topic,cluster,cos_dist,eclu_dist,pred_topic
clinc,make my location available with david and kate,share location,50,0.23241103,0.68177885,location sharing
clinc,i need to give my location to macy and george,share location,50,0.24019587,0.6931031,location sharing
clinc,i'd like for this person to know my location,share location,50,0.21424305,0.6545885,location sharing
clinc,can you indicate my location to my friend,share location,50,0.20402324,0.6387853,location sharing
clinc,share my location with this person,share location,50,0.21520174,0.6560515,location sharing
clinc,send my location to this individual,share location,50,0.22444737,0.6699961,location sharing
clinc,what is my current location,share location,64,0.22273111,0.66742957,map and location services
clinc,share location with john,share location,50,0.2258603,0.6721018,location sharing
clinc,give ann and scott my location,share location,50,0.23972154,0.6924185,location sharing
clinc,could you inform ann and scott of my location,share location,50,0.22596419,0.6722564,location sharing
clinc,let ann and scott know where i am,share location,50,0.21800876,0.66031635,location sharing
clinc,will you make sure ann and scott know my location,share location,50,0.24345303,0.69778657,location sharing
clinc,tell ann and scott where i am,share location,50,0.21796036,0.66024303,location sharing
clinc,tell david my location,share location,50,0.21846473,0.66100657,location sharing
clinc,send david my location,share location,50,0.22603631,0.6723635,location sharing
clinc,tell my location to david,share location,50,0.21288085,0.65250444,location sharing
clinc,tell david where i am,share location,50,0.20495808,0.64024705,location sharing
clinc,share location with david,share location,50,0.21154094,0.6504473,location sharing
clinc,show allison how to get to me,share location,50,0.2182262,0.6606457,direction inquiry
clinc,send my location to sis,share location,50,0.21934319,0.6623341,location sharing
clinc,show cody where i am,share location,50,0.20999771,0.64807063,map and location services
clinc,share my location to susan,share location,50,0.23371798,0.68369305,location sharing
clinc,share my current location with kristen,share location,50,0.222803,0.66753745,location sharing
clinc,send sarah my current location,share location,50,0.23515302,0.68578875,location sharing
clinc,please send my location to rob and mary,share location,50,0.21375728,0.6538461,location sharing
clinc,how do i get stuff with visa points,redeem rewards,141,0.2459135,0.70130384,credit card points usage
clinc,what are my mastercard points good for,redeem rewards,7,0.262168,0.72411066,credit card points usage
clinc,how many points do i have to cash,redeem rewards,7,0.24997187,0.707067,rewards inquiry
clinc,where can i cash out my card points,redeem rewards,7,0.25706875,0.7170339,credit card points usage
clinc,what do i have to do to use my credit points acquired through purchases,redeem rewards,7,0.26778483,0.7318265,credit card points usage
clinc,how do i use my card reward points for my next flight,redeem rewards,7,0.21977186,0.66298115,credit card points usage
clinc,how do i go about getting cash for my card points accumulated,redeem rewards,7,0.27180123,0.73729414,credit card points usage
clinc,tell me how to get my points from credit card use cashed in,redeem rewards,7,0.28009528,0.74845886,credit card points usage
clinc,i want to use my card reward points,redeem rewards,7,0.24005902,0.69290537,credit card points usage
clinc,can i redeem my points by transferring them to someone as a gift,redeem rewards,7,0.2624718,0.7245303,credit card points usage
clinc,can i redeem my points on gas,redeem rewards,7,0.25454366,0.71350366,credit card points usage
clinc,can i redeem my points for flights,redeem rewards,7,0.22208774,0.666465,credit card points usage
clinc,can i get cash back for my points,redeem rewards,7,0.2622403,0.7242104,credit card points usage
clinc,can i use my points to pay my credit card,redeem rewards,7,0.2700119,0.7348632,credit card points usage
clinc,what are the steps to get my rewards for my visa card,redeem rewards,141,0.25663078,0.7164228,rewards inquiry
clinc,how can i cash out my rewards for a visa card,redeem rewards,141,0.26050925,0.7218162,rewards inquiry
clinc,how can i claim my rewards for my visa card,redeem rewards,141,0.25148195,0.70919955,rewards inquiry
clinc,how can i get my rewards for my master card,redeem rewards,141,0.25835454,0.71882486,rewards inquiry
clinc,where would i get my rewards for my master card,redeem rewards,141,0.256487,0.716222,rewards inquiry
clinc,let me cash my credit rewards,redeem rewards,7,0.2440244,0.6986049,credit card points usage
clinc,help me redeem my reward points,redeem rewards,7,0.23954654,0.69216555,rewards inquiry
clinc,put in a request for cashing in credit points,redeem rewards,7,0.26098967,0.72248137,credit card points usage
clinc,i want to use my credit rewards now,redeem rewards,7,0.24676138,0.7025119,credit card points usage
clinc,i need to use my credit points,redeem rewards,7,0.24102914,0.69430435,credit card points usage
clinc,i need to redeem my visa points,redeem rewards,141,0.23136348,0.6802405,credit card points usage
clinc,whats the policy to redeem my visa reward points,redeem rewards,141,0.2523241,0.71038604,credit card points usage
clinc,what can i get with my mastercard points,redeem rewards,7,0.24732888,0.7033193,credit card points usage
clinc,how do i cash in my amex reward points,redeem rewards,7,0.2569189,0.71682495,rewards inquiry
clinc,how do i redeem my visa points,redeem rewards,141,0.23621368,0.6873337,credit card points usage
clinc,i want to shop using credit card points,redeem rewards,7,0.2520877,0.71005327,credit card points usage
clinc,play the song called baby shark,play music,91,0.22455478,0.6701564,next song playing
clinc,play the song called wreckless love,play music,91,0.23503256,0.6856131,next song playing
clinc,play the song called i want it that way,play music,91,0.23660803,0.687907,music identification
clinc,play the song called dancing on the ceiling,play music,91,0.21927011,0.6622238,call request
clinc,play the song called amazing grace,play music,91,0.22869849,0.6763113,next song playing
clinc,get me my slow sounds,play music,91,0.21164268,0.6506039,smart home sound adjustment
clinc,let me hear my slow songs,play music,91,0.22386384,0.66912454,reminder repetition
clinc,pull up the songs under slow,play music,91,0.22665799,0.6732876,playlist addition
clinc,i want to hear my slow playlist,play music,117,0.23552686,0.68633354,playlist addition
clinc,i'm in the mood for slow songs and nothing else,play music,91,0.24049878,0.6935401,current music
clinc,"the song that goes, ""starships were meant to fly"", play it",play music,91,0.21279705,0.65237594,music identification
clinc,"please play that song that goes, ""starships were meant to fly",play music,91,0.20581436,0.641583,music identification
clinc,"play the song that goes, ""starships were meant to fly",play music,91,0.20430183,0.63922125,next song playing
clinc,"can you play the song that goes like, ""starships were meant to fly",play music,91,0.21043181,0.64874,next song playing
clinc,"will you play the song that goes like, ""starships were meant to fly",play music,91,0.21321595,0.65301764,next song playing
clinc,drop some beats,play music,91,0.2144795,0.6549496,jokes
clinc,turn on top 20 country hits,play music,91,0.25997484,0.72107565,current music
clinc,turn on my tunes,play music,91,0.22579646,0.6720068,next song playing
clinc,please play music by acdc,play music,91,0.2563889,0.7160851,next song playing
clinc,play oldschool rap,play music,91,0.22445238,0.67000365,current music
clinc,put on some metallica music,play music,91,0.23402488,0.6841417,current music
clinc,play music by ludacris,play music,91,0.23069662,0.6792595,call request
clinc,bump some jams,play music,91,0.21992308,0.6632091,jokes
clinc,play ludacris hits,play music,91,0.24236453,0.6962249,current music
clinc,play a song,play music,91,0.21491802,0.6556189,next song playing
clinc,turn on metallicas greatest hits,play music,91,0.24965137,0.7066136,current music
clinc,put on my 90s playlist,play music,117,0.2539907,0.7127281,playlist addition
clinc,can you play music by led zepplin,play music,91,0.2452929,0.7004185,assistant capability inquiry
clinc,lets play some music by korn,play music,91,0.25207835,0.71004,next song playing
clinc,do play the music by linkin park,play music,91,0.24517131,0.70024484,next song playing
clinc,i need to add something to my calendar for next tuesday,calendar update,126,0.23017734,0.6784947,calendar management
clinc,please clear my calendar,calendar update,138,0.23588109,0.6868496,calendar management
clinc,take the doctor appointment off my calendar please,calendar update,138,0.22986531,0.6780344,appointment removal
clinc,can you add an event to my calendar,calendar update,126,0.23902065,0.6914055,calendar management
clinc,erase all events on friday from my calendar,calendar update,138,0.2608509,0.7222893,calendar management
clinc,remove jess's party from my calendar,calendar update,138,0.26010144,0.72125113,appointment removal
clinc,delete all calendar entries on march 3,calendar update,138,0.27177024,0.7372521,appointment removal
clinc,delete dentist from my calendar,calendar update,138,0.26106113,0.72258025,calendar management
clinc,cancel doctors appointment from my calendar,calendar update,138,0.26346254,0.7258961,appointment removal
clinc,erase meeting with jeff from my calendar,calendar update,138,0.25921512,0.720021,appointment removal
clinc,clear my calendar on feb 28,calendar update,138,0.24768674,0.7038279,calendar management
clinc,cancel event scheduled for this afternoon,calendar update,138,0.25238436,0.71047086,cancel
clinc,please take off my calendar on saturday the 6th birthday party for john,calendar update,138,0.26222157,0.72418445,calendar management
clinc,i want to take the 8am meeting with sam on monday the 5th off my calendar,calendar update,138,0.25973296,0.7207399,appointment removal
clinc,please remove lunch with sally that is on my calendar on tuesday the 8th,calendar update,138,0.26457775,0.7274308,appointment removal
clinc,i need buy a birthday gift for sue taken off my calendar  it is on monday or tuesday last week,calendar update,138,0.26285386,0.72505724,calendar management
clinc,will you remove the dinner with june on saturday the 4th at 7pm from my calendar,calendar update,138,0.2613393,0.7229652,appointment removal
clinc,can you cancel improv class from my calendar for may 7th,calendar update,138,0.25511175,0.7142993,cancel
clinc,clear my calendar for may 3rd,calendar update,138,0.24151981,0.6950105,calendar management
clinc,take work from my calendar for may 7th,calendar update,126,0.23959196,0.6922312,calendar management
clinc,clear my calendar for september 6th,calendar update,138,0.24131787,0.6947199,calendar management
clinc,delete jury duty from my calendar for may 7th,calendar update,138,0.26733565,0.7312122,calendar management
clinc,remove fencing from my calendar for may 7th,calendar update,138,0.24564767,0.7009246,calendar management
clinc,clear my calendar for february 29th,calendar update,138,0.24185294,0.69548976,calendar management
clinc,clear my calendar for april 20th,calendar update,138,0.25014734,0.7073152,calendar management
clinc,clear my calendar for november 11th,calendar update,138,0.24753797,0.7036165,calendar management
clinc,remove wrestlemania from my calendar for may 7th,calendar update,138,0.26490903,0.7278861,calendar management
clinc,what can i do to get rid of this event,calendar update,138,0.24705207,0.70292544,appointment removal
clinc,what is the best way to remove this appointment,calendar update,138,0.25227332,0.71031463,appointment removal
clinc,friday needs to be clear on my calendar,calendar update,138,0.2359119,0.6868944,calendar management
clinc,tell me if you are a human or are a computer,are you a bot,11,0.22450304,0.6700793,identity inquiry
clinc,would you tell me if you are a human or are a computer,are you a bot,11,0.22588807,0.67214304,identity inquiry
clinc,provide me with the knowledge of whether you are a human or are a computer,are you a bot,11,0.23149973,0.68044066,identity inquiry
clinc,let me know if you are a human or are a computer,are you a bot,11,0.22091949,0.6647097,identity inquiry
clinc,i need to know whether you are a human or are a computer,are you a bot,11,0.21880889,0.66152686,identity inquiry
clinc,are you real,are you a bot,11,0.2148931,0.6555809,identity inquiry
clinc,can you tell me if your a bot,are you a bot,11,0.23332834,0.6831228,identity inquiry
clinc,i want to know if your a bot,are you a bot,11,0.23582125,0.68676245,identity inquiry
clinc,is this a bot,are you a bot,11,0.21866775,0.66131353,identity inquiry
clinc,i think your a bot,are you a bot,11,0.23268747,0.68218404,identity inquiry
clinc,is it true your a real person,are you a bot,11,0.2313531,0.6802253,identity inquiry
clinc,are you a person that's real,are you a bot,11,0.22180426,0.66603935,identity inquiry
clinc,are you actually a person,are you a bot,11,0.21777236,0.6599581,identity inquiry
clinc,are you really real,are you a bot,11,0.22504532,0.6708879,identity inquiry
clinc,your a bot aren't you,are you a bot,11,0.23776281,0.6895836,identity inquiry
clinc,could you be human,are you a bot,11,0.2035616,0.63806206,identity inquiry
clinc,could you be a person,are you a bot,11,0.20429873,0.63921636,identity inquiry
clinc,are you human,are you a bot,11,0.19937629,0.63146853,identity inquiry
clinc,are you a human or ai computer based,are you a bot,11,0.21970606,0.6628818,identity inquiry
clinc,would you call yourself a human or a computer,are you a bot,11,0.22270083,0.6673844,identity inquiry
clinc,how do you describe yourself: as a computer or a human,are you a bot,11,0.2266028,0.6732055,identity inquiry
clinc,are you computer or human,are you a bot,11,0.2148242,0.65547585,identity inquiry
clinc,would most people say you are a computer or a human,are you a bot,11,0.21748185,0.6595179,identity inquiry
clinc,are you real or a computer,are you a bot,11,0.23031384,0.6786957,identity inquiry
clinc,are you a computer generated voice,are you a bot,11,0.23480248,0.6852772,identity inquiry
clinc,am i talking to a real live person,are you a bot,11,0.2153573,0.65628856,identity inquiry
clinc,is your voice from a human or is it synthesized,are you a bot,11,0.22707027,0.67389953,identity inquiry
clinc,are you a person or artificial intelligence,are you a bot,11,0.22215736,0.66656965,identity inquiry
clinc,could you tell me if you're a real person,are you a bot,11,0.22162688,0.6657731,identity inquiry
clinc,are you a person or robot,are you a bot,11,0.2196998,0.66287225,identity inquiry
clinc,can i get to work on my fuel tank,gas,63,0.24276853,0.6968048,gas tank status
clinc,can i get to susan's house with my current tank,gas,147,0.2475822,0.70367926,gas tank status
clinc,do i have enough gas to get home,gas,63,0.22852218,0.6760505,gas tank status
clinc,do i have enough fuel to travel to san diego from here,gas,63,0.23088247,0.67953277,gas tank status
clinc,will i make it to my current destination on this fuel tank,gas,63,0.2242409,0.669688,gas tank status
clinc,can i make it to los angeles with this fuel level,gas,63,0.23230869,0.68162876,car mileage
clinc,can i reach seattle with this amount of fuel,gas,133,0.22532785,0.671309,car mileage
clinc,do i have enough gas in my tank to make it to washington dc,gas,63,0.24450141,0.6992876,gas tank status
clinc,do i have enough gas in my car to make it to dallas,gas,63,0.24288231,0.6969682,gas tank status
clinc,will i run out of gas before i reach atlantic city,gas,63,0.24260455,0.6965696,gas tank status
clinc,tell me where my gas tank is,gas,63,0.23490697,0.6854299,gas tank status
clinc,where can i find my gas tank,gas,63,0.25352943,0.7120807,gas tank status
clinc,where is my gas tank located,gas,63,0.2575184,0.7176607,gas tank status
clinc,how many gallons do i have left in my gas tank,gas,63,0.25875974,0.71938825,gas tank status
clinc,how's my gasoline how much do i have left,gas,63,0.24557573,0.7008222,gas tank status
clinc,what percentage full is my gas tank,gas,63,0.26645374,0.73000526,gas tank status
clinc,how full or empty is my tank of gas,gas,63,0.25793427,0.7182398,gas tank status
clinc,how much gas do i have left in my tank,gas,63,0.23925358,0.69174224,gas tank status
clinc,how full is my gas tank,gas,63,0.25325406,0.71169394,gas tank status
clinc,how many more miles can i drive on my current tank,gas,63,0.2662419,0.7297151,gas tank status
clinc,how much gas is left in my car,gas,63,0.2454642,0.70066285,gas tank status
clinc,how full is the gas tank,gas,63,0.24178505,0.69539213,gas tank status
clinc,what does the gas meter read,gas,63,0.25173008,0.7095494,gas tank status
clinc,how much of the gas do i have left,gas,63,0.23284972,0.6824219,gas tank status
clinc,how much gas do i have here,gas,63,0.22516459,0.6710658,gas tank status
clinc,how much gas do i have in the tank,gas,63,0.23955053,0.69217134,gas tank status
clinc,can you tell me how much gas is in my tank,gas,63,0.24830371,0.70470387,gas tank status
clinc,tell me my gas tank levels,gas,63,0.24758434,0.70368224,gas tank status
clinc,what is the data of my gas tank,gas,63,0.25304818,0.71140456,gas tank status
clinc,how much gas do i have in my tank,gas,63,0.24182546,0.6954503,gas tank status
clinc,"i want to bring my card on the texas trip in june, will it be expired by then",expiration date,86,0.26598895,0.7293683,Invalid
clinc,"what's the month, year, and day that my card expires",expiration date,86,0.25704187,0.71699643,credit card limit inquiry
clinc,"does my card ending in 1234, or any of my cards, expire soon",expiration date,86,0.25973397,0.7207412,credit card replacement details
clinc,"does my card have an expiration date and if so, what is it",expiration date,86,0.2543912,0.7132897,credit card limit inquiry
clinc,"when does my card expire, the one ending in 1234",expiration date,86,0.254337,0.71321404,credit card limit inquiry
clinc,give me my credit card expiration date,expiration date,86,0.2522334,0.7102583,credit card replacement details
clinc,what is the expiration month and year on my credit car,expiration date,86,0.2731744,0.7391541,credit card replacement details
clinc,when is the date of expiration for my first bank card,expiration date,86,0.26474357,0.7276588,next payment date
clinc,what is the expiration month of my card,expiration date,86,0.25166357,0.70945567,card rejection reason
clinc,what is the expiration date of my credit card,expiration date,86,0.2588743,0.7195476,credit card replacement details
clinc,let me know when my credit card expire,expiration date,86,0.25542808,0.71474206,credit card limit inquiry
clinc,when will my citi card expire,expiration date,86,0.2500537,0.7071828,credit card replacement details
clinc,when is my credit card expire,expiration date,86,0.26465684,0.72753966,credit card replacement details
clinc,when is the expiration month for my card,expiration date,86,0.25753653,0.7176859,credit card replacement details
clinc,when is the expiration date of my credit card,expiration date,86,0.2613207,0.7229394,credit card replacement details
clinc,what is the expiration date on my chase card,expiration date,86,0.2642451,0.7269734,credit card replacement details
clinc,when is the expiration date for me discover,expiration date,86,0.26319718,0.7255304,minimum bill payment inquiry
clinc,when it my citi card expired,expiration date,86,0.24857378,0.70508695,credit card limit inquiry
clinc,when is my card expired,expiration date,86,0.24499011,0.6999858,card rejection reason
clinc,tell me the expiration date on my credit card,expiration date,86,0.25594068,0.71545887,credit card replacement details
clinc,what month is my card expired in,expiration date,86,0.24973083,0.70672625,card rejection reason
clinc,how soon does my credit card expire,expiration date,86,0.25961006,0.72056943,credit card replacement details
clinc,when will my new credit card arrive,expiration date,103,0.25532115,0.71459264,credit card replacement details
clinc,what month does my credit card expire,expiration date,86,0.26153183,0.72323155,credit card replacement details
clinc,what is the date when my visa card will expire,expiration date,86,0.24739486,0.7034132,next payment date
clinc,can you tell me what the date of expiry for my visa card is,expiration date,86,0.24537623,0.7005374,credit card replacement details
clinc,tell me the expiration date for my visa card,expiration date,86,0.24890554,0.7055574,credit card replacement details
clinc,show me the expiration date for my visa card,expiration date,86,0.25125724,0.7088827,credit card replacement details
clinc,where should i look for my credit card expiration day,expiration date,86,0.2634616,0.72589487,credit card replacement details
clinc,when will my credit card no longer be good,expiration date,86,0.2687515,0.7331461,credit card replacement details
clinc,add to my motivational playlist rap god,update playlist,117,0.2423234,0.69616586,playlist addition
clinc,include rap god on the motivational playlist,update playlist,117,0.2428217,0.69688123,playlist addition
clinc,move rap god to my motivational playlist,update playlist,117,0.23537707,0.68611515,playlist addition
clinc,in my motivational playlist include the song rap god,update playlist,117,0.24450064,0.6992864,playlist addition
clinc,add the song rap god to the motivational playlist,update playlist,117,0.24229705,0.6961279,playlist addition
clinc,i need this song on my meditation playlist,update playlist,117,0.22958529,0.67762136,playlist addition
clinc,i want the current song added to my pregame playlist,update playlist,117,0.23490477,0.6854267,playlist addition
clinc,please put this song on my studying playlist,update playlist,117,0.22755522,0.6746187,playlist addition
clinc,please throw this song onto my cleaning playlist,update playlist,117,0.2370336,0.6885255,playlist addition
clinc,i would like the song playing right now put on my driving playlist,update playlist,117,0.22678453,0.67347556,playlist addition
clinc,i want this song on my pregame playlist,update playlist,117,0.22410268,0.66948146,playlist addition
clinc,please add this song to my study playlist,update playlist,117,0.22433686,0.6698311,playlist addition
clinc,can you add this song to my driving playlist,update playlist,117,0.22169673,0.6658781,playlist addition
clinc,will you be sure to add this current song to my sleep playlist,update playlist,117,0.23644602,0.6876715,playlist addition
clinc,please add the song i'm listening to right now to my relaxation playlist,update playlist,117,0.22859454,0.6761577,playlist addition
clinc,add this to my rock playlist,update playlist,117,0.23082876,0.6794539,playlist addition
clinc,add what im listening to to my rock playlist,update playlist,117,0.24210328,0.6958497,playlist addition
clinc,i want to put this on my rock playlist,update playlist,117,0.23423648,0.6844508,playlist addition
clinc,add current song to rock playlist,update playlist,117,0.24570894,0.7010121,playlist addition
clinc,add this song to my rock playlist,update playlist,117,0.23496807,0.6855189,playlist addition
clinc,please add this song to my country music playlist,update playlist,14,0.25845087,0.7189588,playlist addition
clinc,i am asking you to add this song to my country music playlist,update playlist,14,0.25363976,0.71223557,playlist addition
clinc,help me add this song to my country music playlist,update playlist,14,0.25915277,0.71993446,playlist addition
clinc,can you add this song to my country music playlist,update playlist,14,0.26011705,0.72127277,playlist addition
clinc,this song needs to be added to my country music playlist,update playlist,14,0.25911766,0.71988577,playlist addition
clinc,this song i'm listening to would be great on my commute playlist,update playlist,117,0.232274,0.6815776,playlist addition
clinc,i need this song on my jam playlist,update playlist,117,0.23634577,0.6875259,playlist addition
clinc,i want what i'm listening to to be added to my chill playlist,update playlist,117,0.2386843,0.6909189,playlist addition
clinc,i need what i'm listening to right now to be put on my exercise playlist,update playlist,117,0.23090565,0.67956686,playlist addition
clinc,put what i'm listening to on my workout playlist,update playlist,117,0.24587655,0.701251,playlist addition
clinc,i do not actually need my reservation anymore,cancel reservation,31,0.23482752,0.6853138,cancel
clinc,i need to cancel my reservation for rob at red robin,cancel reservation,31,0.24557644,0.7008231,reservation cancellation
clinc,cancel my reservation for bob at red robin,cancel reservation,31,0.25012034,0.70727694,reservation cancellation
clinc,i do not want my reservation anymore,cancel reservation,31,0.24143696,0.69489145,cancel
clinc,i need you to cancel my reservation for 5 at red robin,cancel reservation,31,0.23609841,0.6871659,reservation cancellation
clinc,please cancel my reservation for tim at jb's,cancel reservation,31,0.26185852,0.72368306,reservation cancellation
clinc,i gotta cancel my reservation for barry at red robin,cancel reservation,31,0.23804235,0.68998903,reservation cancellation
clinc,i don't need the reservation anymore,cancel reservation,31,0.22397041,0.66928387,cancel
clinc,i want you to cancel my reservation for 5 at red robin,cancel reservation,31,0.23811626,0.69009626,reservation cancellation
clinc,i am not in need of my reservation anymore,cancel reservation,31,0.23211092,0.68133825,cancel
clinc,go ahead and cancel my reservation for 5 at red robin,cancel reservation,31,0.24029505,0.69324625,reservation cancellation
clinc,i wish to cancel my reservation for fred at red robin,cancel reservation,31,0.24072349,0.6938639,reservation cancellation
clinc,i no longer want my reservation anymore,cancel reservation,31,0.24217379,0.695951,cancel
clinc,please cancel my reservation for 5 at red robin,cancel reservation,31,0.23643887,0.68766123,reservation cancellation
clinc,i need you to cancel my reservation for smith at the williams diner,cancel reservation,31,0.24819875,0.70455486,reservation cancellation
clinc,i want a cancellation of the dinner reservation for phillips at bernardin's,cancel reservation,31,0.25605017,0.715612,reservation cancellation
clinc,please delete the reservation for roberts at village tavern,cancel reservation,31,0.25021613,0.7074121,reservation cancellation
clinc,could you cancel my reservation for winters at the palace tonight,cancel reservation,31,0.25581175,0.71527874,reservation cancellation
clinc,i would like you to cancel the dinner reservation for williams at the palace tonight,cancel reservation,31,0.24283278,0.6968971,reservation cancellation
clinc,i have to cancel my reservation after all,cancel reservation,31,0.23207355,0.6812835,cancel
clinc,"cancel my reservation for dinner tonight, please",cancel reservation,31,0.2285626,0.6761105,reservation cancellation
clinc,i need to cancel my reservation after all,cancel reservation,31,0.23162246,0.68062115,reservation cancellation
clinc,"i have to cancel my reservation after all, please",cancel reservation,31,0.22469032,0.67035884,reservation cancellation
clinc,"cancel my reservation for dinner this saturday, please",cancel reservation,31,0.23699456,0.68846905,reservation cancellation
clinc,"cancel my reservation for dinner this friday, please",cancel reservation,31,0.22639394,0.67289543,reservation cancellation
clinc,cancel my reservation for dinner this saturday,cancel reservation,31,0.24484086,0.6997727,reservation cancellation
clinc,cancel my reservation for dinner tonight,cancel reservation,31,0.23736334,0.68900436,reservation cancellation
clinc,i have to cancel my reservation,cancel reservation,31,0.22711086,0.6739598,reservation cancellation
clinc,"i need to cancel my reservation after all, please",cancel reservation,31,0.2272442,0.6741577,cancel
clinc,i need my dinner reservation canceled,cancel reservation,31,0.22828281,0.6756964,reservation cancellation
clinc,i would like to hear something funny,tell joke,58,0.21617317,0.6575306,jokes
clinc,do you have any monkey jokes,tell joke,58,0.2465753,0.70224684,jokes
clinc,know any dad jokes,tell joke,58,0.23358667,0.68350095,jokes
clinc,tell me a dog joke,tell joke,58,0.25296265,0.7112845,jokes
clinc,heard any good jokes,tell joke,58,0.23559773,0.68643683,jokes
clinc,i want to hear a joke about elephants,tell joke,58,0.25052094,0.7078433,jokes
clinc,i'd like to hear a lawyer joke,tell joke,58,0.23330295,0.6830856,jokes
clinc,tell me a blonde joke,tell joke,58,0.23672473,0.688077,jokes
clinc,do you know any dad jokes,tell joke,58,0.23170769,0.6807462,jokes
clinc,tell me a joke about elephants,tell joke,58,0.25549412,0.71483445,jokes
clinc,tell me a joke about the subject of sailing,tell joke,58,0.21139002,0.65021557,jokes
clinc,give me a joke about water,tell joke,58,0.23574883,0.68665713,jokes
clinc,give me a joke about the topic of television,tell joke,58,0.24217498,0.6959527,jokes
clinc,give me a joke about the subject of bugs,tell joke,58,0.2103033,0.64854187,jokes
clinc,tell me a joke about the topic of mice,tell joke,58,0.24705338,0.70292735,jokes
clinc,i would like to hear a joke,tell joke,58,0.21179533,0.65083843,jokes
clinc,will you tell me a joke,tell joke,58,0.22323358,0.66818225,jokes
clinc,let's hear a joke!,tell joke,58,0.21658611,0.65815836,jokes
clinc,"i could use a laugh, got any jokes",tell joke,58,0.23974645,0.6924544,jokes
clinc,can you share something funny about traveling,tell joke,58,0.20817035,0.6452448,jokes
clinc,i want to hear your best joke,tell joke,58,0.23007965,0.67835045,jokes
clinc,tell me a good joke,tell joke,58,0.22160834,0.66574526,jokes
clinc,tell me something funny about horses,tell joke,137,0.23209143,0.6813097,jokes
clinc,i want to hear something funny about history,tell joke,58,0.2395662,0.69219387,jokes
clinc,can you share a humorous joke with me,tell joke,58,0.23348701,0.683355,jokes
clinc,i want to hear something funny about politicsi,tell joke,58,0.20412976,0.6389521,jokes
clinc,let's hear a joke from you please,tell joke,58,0.21776557,0.659948,jokes
clinc,do you know any jokes,tell joke,58,0.22557372,0.6716752,jokes
clinc,would it be possible to change your name to coraline,change ai name,130,0.2305175,0.67899567,name personalization
clinc,would it be okay to change your name to daphne,change ai name,130,0.23945767,0.6920372,name personalization
clinc,id like to change your name to max,change ai name,130,0.21216267,0.6514027,personalized name request
clinc,what do you think about changing your name to heath,change ai name,130,0.23715281,0.6886986,name personalization
clinc,lets start calling you allan,change ai name,130,0.21926951,0.662223,name personalization
clinc,i would like to start calling you heath,change ai name,130,0.20731592,0.64391935,personalized name request
clinc,what do you think about me calling you cora,change ai name,130,0.21386147,0.65400547,name personalization
clinc,im going to call you xander,change ai name,130,0.2098409,0.64782864,personalized name request
clinc,can we change your name to clara,change ai name,130,0.23177582,0.6808463,personalized name request
clinc,how about lets start calling you juliette,change ai name,130,0.22593307,0.6722101,name personalization
clinc,i want to start calling you owen,change ai name,130,0.22326607,0.66823065,name personalization
clinc,can i call you arnold instead,change ai name,130,0.22950602,0.67750436,personalized name request
clinc,how about i call you sue,change ai name,130,0.21488404,0.65556705,personalized name request
clinc,can i start calling you fred,change ai name,130,0.21880305,0.66151816,personalized name request
clinc,can i rename you bob,change ai name,130,0.23248571,0.6818882,name personalization
clinc,i want to rename you joe,change ai name,130,0.20975882,0.6477019,personalized name request
clinc,"your new name is joe, okay",change ai name,130,0.2022422,0.6359909,personalized name request
clinc,i'm going to start calling you joe,change ai name,130,0.20674133,0.6430264,personalized name request
clinc,you are going to be called joe now,change ai name,130,0.2041539,0.6389898,personalized name request
clinc,start responding to joe,change ai name,147,0.21418756,0.65450394,greetings
clinc,i'm changing your name to joe,change ai name,130,0.2076962,0.6445095,personalized name request
clinc,i'd like to start calling you buddy,change ai name,130,0.21196473,0.6510987,personalized name request
clinc,i'd like to start calling you jake,change ai name,130,0.21457386,0.6550937,personalized name request
clinc,i'd like to start calling you lover,change ai name,130,0.20655656,0.6427387,name personalization
clinc,i'd like to start calling you friend,change ai name,130,0.21136796,0.6501816,name personalization
clinc,i want to change your name to shelby,change ai name,130,0.22789311,0.6751194,personalized name request
clinc,i'd rather call you gloria,change ai name,130,0.19429284,0.6233664,name personalization
clinc,i'm changing your name to goliath,change ai name,130,0.22044897,0.6640015,personalized name request
clinc,is it okay to change your name to samson,change ai name,130,0.25505364,0.7142181,name personalization
clinc,can i call you james instead,change ai name,130,0.21526265,0.6561444,personalized name request
clinc,what your numerical digit to display as your age,how old are you,115,0.23407114,0.6842093,personal assistant's birthday
clinc,how old will you be,how old are you,115,0.21191192,0.65101767,Invalid
clinc,how old will you be this year,how old are you,115,0.22233677,0.6668385,personal assistant's birthday
clinc,whats your age,how old are you,115,0.21710205,0.6589418,assistant capability inquiry
clinc,when is your birthday,how old are you,115,0.2317115,0.68075174,personal assistant's birthday
clinc,when were you made,how old are you,119,0.2213211,0.6653138,assistant's origin
clinc,whats your age range,how old are you,115,0.23504847,0.6856363,identity inquiry
clinc,could you tell me how old you are,how old are you,115,0.20834732,0.645519,identity inquiry
clinc,would you tell me how old you are,how old are you,115,0.21121371,0.64994425,identity inquiry
clinc,your date of birth,how old are you,115,0.22965467,0.6777237,personal assistant's birthday
clinc,your birthday please,how old are you,115,0.21659559,0.6581726,personal assistant's birthday
clinc,can you tell me your birthday,how old are you,115,0.23001331,0.6782527,personal assistant's birthday
clinc,whens your birthday,how old are you,115,0.23645806,0.6876891,personal assistant's birthday
