task,comment,topic,pred_topic
clinc,ignore the previous command,cancel,place a call
clinc,forget what i told you to do,cancel,restaurant taco buffet
clinc,please cancel the last input,cancel,process cancellation
clinc,please stop the current process,cancel,process cancellation
clinc,can you end the current process,cancel,process cancellation
clinc,just stop talking,cancel,process cancellation
clinc,please stop talking,cancel,process cancellation
clinc,"stop, just stop",cancel,process cancellation
clinc,you can stop talking ai,cancel,process cancellation
clinc,stop the process,cancel,process cancellation
clinc,can you turn off the process,cancel,process cancellation
clinc,stop talking,cancel,process cancellation
clinc,you can cancel the task,cancel,process cancellation
clinc,can you cancel that,cancel,process cancellation
clinc,can you cancel that request,cancel,process cancellation
clinc,"could you cancel that request, please",cancel,process cancellation
clinc,"can you cancel that request, please",cancel,process cancellation
clinc,"can you cancel that, please",cancel,process cancellation
clinc,hush,cancel,goodbye
clinc,be quiet,cancel,goodbye
clinc,stop it now!,cancel,process cancellation
clinc,stop talking you are annoying,cancel,process cancellation
clinc,you need to shut it,cancel,process cancellation
clinc,stop processing,cancel,process cancellation
clinc,abort mission,cancel,process cancellation
clinc,stop speaking,cancel,process cancellation
clinc,are visas needed to travel to jamaica,international visa,travel visa requirements
clinc,do i need a visa for south korea,international visa,travel visa requirements
clinc,"if i go to columbia, will i need a visa",international visa,travel visa requirements
clinc,are visas required to go to cuba,international visa,travel visa requirements
clinc,do i need to apply for a visa for my trip to india,international visa,travel visa requirements
clinc,if i go to indonesia would i need a visa,international visa,travel visa requirements
clinc,do i need a visa to travel to indonesia,international visa,travel visa requirements
clinc,should i apply for a visa if i am traveling to mexico,international visa,travel visa requirements
clinc,is a visa necessary for traveling to south africa,international visa,travel visa requirements
clinc,if i want to travel to singapore do i need a visa,international visa,travel visa requirements
clinc,do americans need visas in canada,international visa,travel visa requirements
clinc,would i need a visa in taiwan,international visa,travel visa requirements
clinc,i'd like to go to malaysia so do i need a visa,international visa,travel visa requirements
clinc,is a travel visa needed for thailand,international visa,travel visa requirements
clinc,what are the visa requirements for brazil,international visa,travel visa requirements
clinc,is a travel visa required to visit paraguay,international visa,travel visa requirements
clinc,does travelling to st petersburg require a travel visa,international visa,travel visa requirements
clinc,should i get a travel visa if i want to go to guyana,international visa,travel visa requirements
clinc,will i be able to visit peru without a travel visa,international visa,travel visa requirements
clinc,"if i want to go to x, do i need a travel visa",international visa,travel visa requirements
clinc,can i get to cuba with this visa,international visa,travel visa requirements
clinc,do i need a visa to get to puerto rico,international visa,travel visa requirements
clinc,do i need a visa to go to colombia,international visa,travel visa requirements
clinc,do i need a states visa to get to cuba,international visa,travel visa requirements
clinc,do i need a us visa for cuba,international visa,travel visa requirements
clinc,if i get a visa can i travel to japan,international visa,travel visa requirements
clinc,do i need a visa if i'm going to san jose,international visa,travel visa requirements
clinc,do i need a visa to travel outside of the us,international visa,travel visa requirements
clinc,are visas for international travel,international visa,travel visa requirements
clinc,can you travel outside of the united states without a visa,international visa,travel visa requirements
clinc,do i need to get any shots before i travel to morocco,vaccines,travel vaccination inquiries
clinc,do i need to get any shots before i travel to south africa,vaccines,travel vaccination inquiries
clinc,do i need to get any shots before i travel to zimbabwe,vaccines,travel vaccination inquiries
clinc,do i need to get any shots before i travel to liberia,vaccines,travel vaccination inquiries
clinc,do i need to get any shots before i travel to spain,vaccines,travel vaccination inquiries
clinc,are there any required shots to travel to astana,vaccines,travel vaccination inquiries
clinc,what shots do i need if i'm travelling to odessa,vaccines,travel vaccination inquiries
clinc,are there any shots i need to travel to karachi,vaccines,travel vaccination inquiries
clinc,are there any required shots in indonesia,vaccines,travel vaccination inquiries
clinc,what are the required shots in mozambique,vaccines,travel vaccination inquiries
clinc,are more shots needed to travel to argentina,vaccines,travel vaccination inquiries
clinc,what sorts of vaccinations should i get prior to a trip to hong kong,vaccines,travel vaccination inquiries
clinc,before i embark on a trip to europe should i get more shots,vaccines,travel vaccination inquiries
clinc,would you need more shots to go to mexico,vaccines,travel vaccination inquiries
clinc,is vaccination necessary for travel to asia,vaccines,travel vaccination inquiries
clinc,"do you think my shots would be needed, before traveling to columbia",vaccines,travel vaccination inquiries
clinc,"will having my shots updated be a good idea, before i travel to south america",vaccines,travel vaccination inquiries
clinc,should i have my shots up to date before i travel to the virgin islands,vaccines,travel vaccination inquiries
clinc,"if you were traveling to indonesia, as i am, would you have your shots updated before your visit",vaccines,travel vaccination inquiries
clinc,are shots required before traveling to china,vaccines,travel vaccination inquiries
clinc,does cuba require vaccines,vaccines,travel vaccination inquiries
clinc,which vaccines are meant for cuba,vaccines,travel vaccination inquiries
clinc,which vaccines will i need for cuba,vaccines,travel vaccination inquiries
clinc,do i need a vaccine for the congo,vaccines,travel vaccination inquiries
clinc,vaccines for my trip to cuba,vaccines,travel vaccination inquiries
clinc,are there vaccinations needed if i go there,vaccines,travel vaccination inquiries
clinc,would vaccinations be needed if i go here,vaccines,travel vaccination inquiries
clinc,"if i travel abroad, do i need vaccinations",vaccines,travel vaccination inquiries
clinc,"if i travel here, do i need vaccinations",vaccines,travel vaccination inquiries
clinc,do i need vaccinations if i go this country,vaccines,travel vaccination inquiries
clinc,i would like to know my vacation days balance,pto balance,vacation day inquiries
clinc,"give me vacation days remaining, please",pto balance,vacation day inquiries
clinc,how many vacation days do i still have available,pto balance,vacation day inquiries
clinc,please tell me the exact number of days i have still for vacation,pto balance,vacation day inquiries
clinc,what's the number of vacation days i have left,pto balance,vacation day inquiries
clinc,what amount of vacation days do i have,pto balance,vacation day inquiries
clinc,what is the number of pto days i have left,pto balance,vacation day inquiries
clinc,what amount of pto days do i have left,pto balance,vacation day inquiries
clinc,what are the amount of vacation days i have,pto balance,vacation day inquiries
clinc,how much pto days do i have remaining,pto balance,vacation day inquiries
clinc,what number of days do i have for vacation,pto balance,vacation day inquiries
clinc,what is my remaining amount of pto days,pto balance,vacation day inquiries
clinc,what do my pto days amount to,pto balance,vacation day inquiries
clinc,what do my vacation days amount to,pto balance,vacation day inquiries
clinc,how many days of vacation do i have left,pto balance,vacation day inquiries
clinc,what day am i on on vacation and how much do i got left,pto balance,vacation day inquiries
clinc,how many vacation days are remaining on my time,pto balance,vacation day inquiries
clinc,how many days of vacation are left now,pto balance,vacation day inquiries
clinc,how many days on holiday do i have,pto balance,vacation day inquiries
clinc,can you see if i have any vacation days available for a request,pto balance,vacation day inquiries
clinc,how much vacation time have i earned,pto balance,vacation day inquiries
clinc,how much vacation time do i have,pto balance,vacation day inquiries
clinc,how many weeks of vacation time have i earned,pto balance,vacation day inquiries
clinc,how many weeks of vacation time do i have,pto balance,vacation day inquiries
clinc,how many days can i take for vacation,pto balance,vacation day inquiries
clinc,what is the balance on my vacation days,pto balance,vacation day inquiries
clinc,how many days are remaining on my vacation days,pto balance,vacation day inquiries
clinc,so i have any vacation days left,pto balance,vacation day inquiries
clinc,what is the year to date total on my vacation days,pto balance,vacation day inquiries
clinc,how many sick days do i have,pto balance,vacation day inquiries
clinc,how do i get downtown by foot,directions,travel time
clinc,how do i get to the subway by foot,directions,nearby locations
clinc,how do i get to the train by foot,directions,travel time
clinc,how do i get to central park by foot,directions,travel time
clinc,how do i get to the airport by foot,directions,travel time
clinc,where is the nearest wal mart,directions,nearby locations
clinc,i want directions to phoenix,directions,planning trips/activities
clinc,i must understand the nearest gas station to glendale,directions,nearby locations
clinc,i need some directions to phoenix,directions,planning trips/activities
clinc,give me directions to phoenix,directions,current location
clinc,i must know the closest gas station to glendale,directions,nearby locations
clinc,where is the nearest fry's,directions,nearby locations
clinc,where is the nearest papa john's,directions,nearby locations
clinc,i would love to know the closest gas station to glendale,directions,nearby locations
clinc,get me directions to phoenix,directions,current location
clinc,where is the nearest k mart,directions,nearby locations
clinc,where is the nearest circuit city,directions,nearby locations
clinc,let me know the nearest gas station to glendale,directions,nearby locations
clinc,where is the closest gas station to glendale,directions,nearby locations
clinc,where is the nearest movie theater to time' square,directions,nearby locations
clinc,where is the closest bathroom to the statue of liberty,directions,nearby locations
clinc,where is the closest mcdonald's to foxwoods casino,directions,nearby locations
clinc,where is the nearest marijuana dispensary to kentucky fried chicken,directions,nearby locations
clinc,where is the closest hospital to madison square garden,directions,nearby locations
clinc,where is the closest pharmacy,directions,nearby locations
clinc,show me the nearest gas station,directions,nearby locations
clinc,which hospital is nearest to me,directions,nearby locations
clinc,i need to know where the hospital closest to me is,directions,nearby locations
clinc,where is the nearest arco gas station to macdonalds,directions,nearby locations
clinc,find the closest cvs near galleria mall,directions,nearby locations
clinc,spell aaron,spelling,spellcheck
clinc,how do you spell aaron,spelling,spellcheck
clinc,spell the word aaron,spelling,spellcheck
clinc,correct spelling for aaron,spelling,spellcheck
clinc,spell aaron for me,spelling,spellcheck
clinc,"i don't know how to spell apoplectic, can you tell me",spelling,spellcheck
clinc,"what is the correct spelling of the word comity, since i do not know",spelling,spellcheck
clinc,"do you know how to spell, bourgeois",spelling,spellcheck
clinc,"how do you spell the word comity, i need to know",spelling,spellcheck
clinc,i need to know how to spell the word serendipity,spelling,spellcheck
clinc,can you tell me the correct spelling of liaison,spelling,spellcheck
clinc,what is the proper spelling of corporate,spelling,spellcheck
clinc,please tell me how to spell the word coup,spelling,spellcheck
clinc,i am not sure how to spell the word liaison,spelling,spellcheck
clinc,"can you tell me how to spell the word schadenfreude, i don't know how it's spelt",spelling,spellcheck
clinc,do you know how to spell curiosity,spelling,spellcheck
clinc,spell curiosity for me,spelling,spellcheck
clinc,tell me how to spell curiosity,spelling,spellcheck
clinc,i need to know the proper spelling of curiosity,spelling,spellcheck
clinc,please tell me how curiosity is spelled,spelling,spellcheck
clinc,"what's the proper way to spell ""helicopter",spelling,spellcheck
clinc,"tell me how to spent ""frightened",spelling,spending history
clinc,"can you spell ""fragile"" for me",spelling,spellcheck
clinc,"can you spell out ""wonderful",spelling,spellcheck
clinc,"i need to know how to spell ""miranda",spelling,spellcheck
clinc,"i need help spelling ""exquisite",spelling,spellcheck
clinc,"can you spell out ""annulment",spelling,spellcheck
clinc,"how do you spell ""exactly",spelling,spellcheck
clinc,"how do you spell ""montpelier",spelling,spellcheck
clinc,"what's the right way to spell ""emolument",spelling,spellcheck
clinc,how are you doing,greeting,greetings
clinc,are you okay,greeting,AI capabilities
clinc,what are you feeling today,greeting,AI capabilities
clinc,is everything ok today,greeting,greetings
clinc,are you doing alright,greeting,greetings
clinc,"hello, how's your day",greeting,greetings
clinc,"hey there, how are you today",greeting,greetings
clinc,"hello, how is it going",greeting,greetings
clinc,"hi there, how are you doing",greeting,greetings
clinc,"hey, how are you",greeting,greetings
clinc,"hey, what's up",greeting,greetings
clinc,"hello, how are you doing",greeting,greetings
clinc,"hi, how are you",greeting,greetings
clinc,"hi, how are you today",greeting,greetings
clinc,"hello, how are things",greeting,greetings
clinc,hey there,greeting,greetings
clinc,"hey, what's new",greeting,greetings
clinc,it is good to see you,greeting,greetings
clinc,i'd like to know how you are doing,greeting,greetings
clinc,hello there,greeting,greetings
clinc,tell me how you are doing,greeting,greetings
clinc,"hello there, good morning",greeting,greetings
clinc,let me know how you are doing,greeting,greetings
clinc,well hi there,greeting,greetings
clinc,i want to know how you are doing,greeting,greetings
clinc,i need to know how you are doing today,greeting,greetings
clinc,hello there ai,greeting,greetings
clinc,will you tell me how the ai is doing,greeting,AI capabilities
clinc,would you tell me how the ai is doing,greeting,AI capabilities
clinc,hola!,greeting,greetings
clinc,so please reset your factory settings,reset settings,factory resetting AI
clinc,i need your to reset to factory settings,reset settings,factory resetting AI
clinc,now reset your factory settings,reset settings,factory resetting AI
clinc,revert to the original configuration,reset settings,factory resetting AI
clinc,change back to the factory set up,reset settings,factory resetting AI
clinc,change all setting to original ones,reset settings,factory resetting AI
clinc,please reset to factory settings,reset settings,factory resetting AI
clinc,reset all settings to the factory settings,reset settings,factory resetting AI
clinc,can you please revert to factory settings at this time,reset settings,factory resetting AI
clinc,please remove current settings and go back to factory settings now,reset settings,factory resetting AI
clinc,please reset to factory settings at once,reset settings,factory resetting AI
clinc,"i would like you to change the settings back to factory default now, please",reset settings,factory resetting AI
clinc,adjust settings back to original factory settings immediately,reset settings,factory resetting AI
clinc,can you reset your factory settings,reset settings,factory resetting AI
clinc,could you please reset your factory settings,reset settings,factory resetting AI
clinc,your factory settings need to be reset,reset settings,factory resetting AI
clinc,go back to your manufacturers' settings,reset settings,factory resetting AI
clinc,prioritize to the settings you started with,reset settings,alarms
clinc,reset to your original settings,reset settings,factory resetting AI
clinc,restart your actions with the original settings you came with,reset settings,factory resetting AI
clinc,please rely on your original settings,reset settings,factory resetting AI
clinc,can you return to the factory fresh settings,reset settings,factory resetting AI
clinc,please return to default settings,reset settings,factory resetting AI
clinc,revert to original settings,reset settings,factory resetting AI
clinc,start over using factory setting,reset settings,factory resetting AI
clinc,go back to the default settings please,reset settings,factory resetting AI
clinc,revert to factory settings,reset settings,factory resetting AI
clinc,go back to factory settings,reset settings,factory resetting AI
clinc,please turn on factory settings,reset settings,factory resetting AI
clinc,revert back to factory settings,reset settings,factory resetting AI
clinc,tell me what your name is,what is your name,AI name inquiry
clinc,what did they name you,what is your name,AI name inquiry
clinc,"hey, how do i call your attention",what is your name,greetings
clinc,what's your name,what is your name,AI name inquiry
clinc,give me your name so i can use you,what is your name,AI name inquiry
clinc,how should i address you,what is your name,AI name inquiry
clinc,what do i call you,what is your name,AI nickname
clinc,what's your name anyway,what is your name,AI name inquiry
clinc,tell me what to call you,what is your name,AI nickname
clinc,can you tell me what you are called,what is your name,AI name inquiry
clinc,what should you be called,what is your name,AI nickname
clinc,what should i use when i refer to you,what is your name,AI nickname
clinc,how do you say your name,what is your name,AI name inquiry
clinc,what is your preferred name,what is your name,AI nickname
clinc,what can i call you,what is your name,AI nickname
clinc,what name do you go by,what is your name,AI name inquiry
clinc,who do i have the pleasure of speaking with,what is your name,AI name inquiry
clinc,may i have your name,what is your name,AI name inquiry
clinc,who am i speaking with,what is your name,AI name inquiry
clinc,and your name is,what is your name,AI name inquiry
clinc,"what do i call you, ai",what is your name,AI name inquiry
clinc,"what name do you go by, ai",what is your name,AI name inquiry
clinc,"ai, what is your name",what is your name,AI name inquiry
clinc,"what do they call you, ai",what is your name,AI name inquiry
clinc,"ai, what is your given name",what is your name,AI name inquiry
clinc,what name do you want me to use,what is your name,change user name
clinc,what do you like to be called,what is your name,AI nickname
clinc,what should i call you,what is your name,AI nickname
clinc,what would you like me to call you,what is your name,AI nickname
clinc,what is your name,what is your name,AI name inquiry
clinc,how do i set up a direct deposit,direct deposit,direct deposit setup
clinc,how do i set up direct deposit,direct deposit,direct deposit setup
clinc,chase account direct deposit options,direct deposit,direct deposit setup
clinc,set my paycheck to direct deposit to chase account,direct deposit,direct deposit setup
clinc,activate direct deposit to chase account,direct deposit,direct deposit setup
clinc,chase account options direct deposit,direct deposit,direct deposit setup
clinc,bank options direct deposit,direct deposit,direct deposit setup
clinc,how do i set up a direct deposit for my paycheck,direct deposit,direct deposit setup
clinc,how to activate direct deposit to chase account,direct deposit,direct deposit setup
clinc,get my paycheck to direct deposit,direct deposit,direct deposit setup
clinc,direct deposit,direct deposit,direct deposit setup
clinc,i need a direct deposit,direct deposit,direct deposit setup
clinc,can we get a direct deposit,direct deposit,direct deposit setup
clinc,set up direct deposit,direct deposit,direct deposit setup
clinc,i want to set up direct deposit,direct deposit,direct deposit setup
clinc,setting up direct deposit,direct deposit,direct deposit setup
clinc,how do i get my paycheck into direct deposit at nations bank,direct deposit,direct deposit setup
clinc,could you tell me how to set up direct deposit for my check from work at nations bank,direct deposit,direct deposit setup
clinc,if i want to direct deposit my check into my nations bank account how do i do that,direct deposit,direct deposit setup
clinc,i need to know how to do direct deposit with my paycheck at nations bank,direct deposit,direct deposit setup
clinc,could you tell me how to direct deposit my check from work into nations bank,direct deposit,direct deposit setup
clinc,how does one set up direct deposit to my bank account,direct deposit,direct deposit setup
clinc,what do i need to do to set up direct deposit,direct deposit,direct deposit setup
clinc,what is the process of setting up direct deposit,direct deposit,direct deposit setup
clinc,"if i want to set up direct deposit, how do i do it",direct deposit,direct deposit setup
clinc,i'm not sure how to set up direct deposit,direct deposit,direct deposit setup
clinc,can you tell me how to set up direct deposit,direct deposit,direct deposit setup
clinc,"i'd like my checks to be deposited into my account directly, how do i do that",direct deposit,direct deposit setup
clinc,i'd like to set up direct deposit,direct deposit,direct deposit setup
clinc,how do i set up my direct deposit,direct deposit,direct deposit setup
clinc,what's my bank of america account getting in interest,interest rate,interest rate inquiry
clinc,where do i see what interest my mortgage has,interest rate,interest rate inquiry
clinc,is there somewhere my personal loan displays the interest rate i'm paying on it,interest rate,interest rate inquiry
clinc,what's the apr on my savings account,interest rate,interest rate inquiry
clinc,what interest rate am i getting from bank of america,interest rate,interest rate inquiry
clinc,what interest rate am i getting from wells fargo,interest rate,interest rate inquiry
clinc,what interest rate is bofi giving me on my cd,interest rate,interest rate inquiry
clinc,how do i find the interest rate for my checking account,interest rate,interest rate inquiry
clinc,what interest rate am i getting from citrix,interest rate,interest rate inquiry
clinc,how can i tell what the interest rate on my money market account is,interest rate,interest rate inquiry
clinc,what's my checking account yielding in interest,interest rate,interest rate inquiry
clinc,how much interest is my nfcu accrueing,interest rate,interest rate inquiry
clinc,what interest rate am i getting from sunflower bank,interest rate,interest rate inquiry
clinc,where do i go to find the interest rate on my savings account,interest rate,interest rate inquiry
clinc,what interest rate am i getting from nfcu,interest rate,interest rate inquiry
clinc,for my savings account i would like to know the interest rate,interest rate,interest rate inquiry
clinc,i need my checking account's interest rate,interest rate,interest rate inquiry
clinc,tell me the interest for my savings account,interest rate,interest rate inquiry
clinc,what's the interest rate on my savings account,interest rate,interest rate inquiry
clinc,i want the interest rate for my checking account,interest rate,interest rate inquiry
clinc,can i get the interest rate for my checking account,interest rate,interest rate inquiry
clinc,i need to get the interest rate of my savings account,interest rate,interest rate inquiry
clinc,what's my savings account interest,interest rate,interest rate inquiry
clinc,what's my savings account interest rate,interest rate,interest rate inquiry
clinc,i would like the interest rate for my savings account,interest rate,interest rate inquiry
clinc,what amount of interest does my checking account earn,interest rate,interest rate inquiry
clinc,what does my checking account at chase earn in interest,interest rate,interest rate inquiry
clinc,what amount of interest does my checking account at chase earn,interest rate,interest rate inquiry
clinc,what interest rate does my checking account come with,interest rate,interest rate inquiry
clinc,what does chase pay in interest per year,interest rate,interest rate inquiry
clinc,when can i change my credit limit,credit limit change,credit limit increase
clinc,can i change my credit limit,credit limit change,credit limit increase
clinc,can i get more credit,credit limit change,credit limit increase
clinc,i need to change the credit limit i have,credit limit change,credit limit increase
clinc,you need to tell me how to increase credit limit for my chase card,credit limit change,credit limit increase
clinc,need to increase credit limit for chase card,credit limit change,credit limit increase
clinc,i need to increase credit limit for my chase card,credit limit change,credit limit increase
clinc,please tell me how to increase credit limit for the chase card,credit limit change,credit limit increase
clinc,tell me how to increase credit limit for chase card,credit limit change,credit limit increase
clinc,is it possible for me to increase my credit limit by 500 dollars,credit limit change,credit limit increase
clinc,can my credit limit be increased by 500 dollars,credit limit change,credit limit increase
clinc,"i would like to increase my credit limit, can i do so by 500 dollars",credit limit change,credit limit increase
clinc,may i increase my credit limit by 500 dollars,credit limit change,credit limit increase
clinc,could i perhaps increase by credit limit by 500 dollars,credit limit change,credit limit increase
clinc,can i increase the credit limit on my mastercard,credit limit change,credit limit increase
clinc,can i increase the credit limit on my visa card,credit limit change,credit limit increase
clinc,can i increase the credit limit on my discover card,credit limit change,credit limit increase
clinc,can i increase the credit limit on my capital one card,credit limit change,credit limit increase
clinc,can i increase the credit limit on my travel rewards card,credit limit change,credit limit increase
clinc,how can i get my credit limit to be increased to $1000,credit limit change,credit limit increase
clinc,can you get my credit limit increased to $1000,credit limit change,credit limit increase
clinc,how do i get my credit limit increased to $1000,credit limit change,credit limit increase
clinc,how do i ask for a limit increase on my discover card,credit limit change,credit limit increase
clinc,can i get my limit increased on my discover card,credit limit change,credit limit increase
clinc,how can i get a limit increase on my discover card,credit limit change,credit limit increase
clinc,who do i need to contact to ask for a credit limit increase on my discover card,credit limit change,credit limit increase
clinc,can you increase my credit limit to $1000,credit limit change,credit limit increase
clinc,can my credit limit be increased to $1000,credit limit change,credit limit increase
clinc,how do i adjust my credit limit,credit limit change,credit limit increase
clinc,how can i increase the credit limit on my discover card,credit limit change,credit limit increase
clinc,what are your hobbies exactly,what are your hobbies,AI hobbies
clinc,what are your hobbies in life,what are your hobbies,AI hobbies
clinc,what are some of your hobbies,what are your hobbies,AI hobbies
clinc,i would like to know some of your hobbies,what are your hobbies,AI hobbies
clinc,would you give me examples of what some of your hobbies are,what are your hobbies,AI hobbies
clinc,tell me what some of your hobbies are,what are your hobbies,AI hobbies
clinc,i am needing to know what some of your hobbies are,what are your hobbies,AI hobbies
clinc,i need you to talk to me about your hobbies,what are your hobbies,AI hobbies
clinc,would you tell me about your hobbies,what are your hobbies,AI hobbies
clinc,i want to talk to you about your hobbies,what are your hobbies,AI hobbies
clinc,give me examples of what some of your hobbies are,what are your hobbies,AI hobbies
clinc,what kinds of hobbies do you have,what are your hobbies,AI hobbies
clinc,what hobbies do you like to do,what are your hobbies,AI hobbies
clinc,would you tell me the hobbies the ai has,what are your hobbies,AI hobbies
clinc,what are the ai's hobbies,what are your hobbies,AI hobbies
clinc,does the ai have hobbies,what are your hobbies,AI hobbies
clinc,what kind of hobbies does the ai have,what are your hobbies,AI hobbies
clinc,can you tell me what hobbies the ai has,what are your hobbies,AI hobbies
clinc,what do you engage in during your free time,what are your hobbies,AI hobbies
clinc,what kind of things to you like to outside of work,what are your hobbies,AI hobbies
clinc,what do you like to do during your leisure time,what are your hobbies,AI hobbies
clinc,what kinds of activities to you participate in during your free time,what are your hobbies,AI hobbies
clinc,what do you do on off days,what are your hobbies,AI hobbies
clinc,how to you spend your free time,what are your hobbies,AI hobbies
clinc,what do you do after work,what are your hobbies,AI hobbies
clinc,what do you like to do besides work,what are your hobbies,AI hobbies
clinc,if you have hobbies tell me some of them,what are your hobbies,AI hobbies
clinc,what kind of hobbies are you interested in,what are your hobbies,AI hobbies
clinc,any hobbies you like to do,what are your hobbies,AI hobbies
clinc,what do you enjoy doing in your off time,what are your hobbies,AI hobbies
clinc,"book me a flight to jackson, mississippi from austin texas on american airlines",book flight,booking flights
clinc,book me a place to chicago from atlanta united airlines,book flight,booking flights
clinc,can you book me a flight to memphis from st louis on delta airlines,book flight,booking flights
clinc,book a flight to los angeles from las vegas on american airlines,book flight,booking flights
clinc,"book me a flight to dallas from st, paul, minnesota on delta airlines",book flight,booking flights
clinc,i need a flight on delta from los angeles to seattle,book flight,booking flights
clinc,i need to book a flight on jet blue to boston from new york,book flight,booking flights
clinc,can you get me a flight from san francisco to san jose using american airlines,book flight,booking flights
clinc,i want a flight from new york to san francisco using delta,book flight,booking flights
clinc,get me a flight from barcelona to paris from jet blue,book flight,booking flights
clinc,"""i'll be travelling from lax and headed to phl for 120 on the 10th of may",book flight,booking flights
clinc,"""i'm fly out from lax to phl this weekend for around $120",book flight,booking flights
clinc,"""i""m headed out to lax and going to phl for a low price of $120 this weekend on the 12th",book flight,booking flights
clinc,"""i'm going on a flight from lax and going to phl, which is only $120 on june 15th",book flight,booking flights
clinc,"""i'll leave to lax and go to phl for $120 on nov 5th",book flight,booking flights
clinc,book me a flight from midway to jfk for less than 200 dollars,book flight,booking flights
clinc,i need a flight from boston to miami for under 300 dollars,book flight,booking flights
clinc,can i fly from atlanta to san francisco for less than 100 dollars,book flight,booking flights
clinc,book a flight from new york to la for less than 200 dollars,book flight,booking flights
clinc,find me a flight from seattle to detroit for less than 200 dollars,book flight,booking flights
clinc,i want to a book a roundtrip flight from san antonio to dtw departing on friday and returning on wednesday,book flight,booking flights
clinc,i'm looking for a flight from billings to cleveland on may 2 and a return on may 9,book flight,booking flights
clinc,i'm looking for flights that depart on the 3rd and return on z from monday to friday,book flight,booking flights
clinc,what roundtrip flights from orlando to vegas are available from thursday to monday,book flight,booking flights
clinc,are there any roundtrip flights from shanghai to seatac that depart on wednesday and return on the thirty first,book flight,booking flights
clinc,make sure i get a delta flight from pittsburgh to arizona,book flight,booking flights
clinc,book a delta flight to arizona from pittsburgh,book flight,booking flights
clinc,schedule a flight from pittsburgh to arizona on delta,book flight,booking flights
clinc,i want to fly to atlanta for under 300 from pittsburgh,book flight,booking flights
clinc,i need a flight for under 300 from pittsburgh to atlanta,book flight,booking flights
clinc,does my shopping list have pop tarts,shopping list,grocery list retrieval
clinc,can you check to see if my shopping list already has milk,shopping list,grocery list retrieval
clinc,did i remember to put oatmeal on my list,shopping list,add items to shopping list
clinc,iterate over the items on my grocery list,shopping list,grocery list retrieval
clinc,tell me what i have on my shopping list,shopping list,grocery list retrieval
clinc,do i have twinkies on the grocery list,shopping list,grocery list retrieval
clinc,have i already got eggs down on the shopping list,shopping list,grocery list retrieval
clinc,recite the items i'm planning to purchase,shopping list,grocery list retrieval
clinc,what do i currently have on my shopping list,shopping list,grocery list retrieval
clinc,what's on my to-buy list,shopping list,grocery list retrieval
clinc,what's on my purchase list,shopping list,grocery list retrieval
clinc,do i have to buy milk,shopping list,food storage duration
clinc,is milk on my shopping list,shopping list,grocery list retrieval
clinc,is milk one of my shopping list items,shopping list,grocery list retrieval
clinc,am i supposed to buy milk,shopping list,general purchases/orders
clinc,is milk one of the things i need to buy,shopping list,grocery list retrieval
clinc,tell me what's is on my shopping list,shopping list,grocery list retrieval
clinc,please read my shopping list,shopping list,grocery list retrieval
clinc,did you put carrots on the shopping list,shopping list,add items to shopping list
clinc,does the shopping list have apples on it,shopping list,grocery list retrieval
clinc,are carrots added to the grocery list,shopping list,add items to shopping list
clinc,is garlic on my grocery list,shopping list,grocery list retrieval
clinc,did carrots get on my shopping list,shopping list,add items to shopping list
clinc,what things are on my shopping list today,shopping list,grocery list retrieval
clinc,tell me the items in my shopping list,shopping list,grocery list retrieval
clinc,what does my shopping list contain,shopping list,grocery list retrieval
clinc,i need to know what's on my shopping list,shopping list,grocery list retrieval
clinc,what is on the shopping list,shopping list,grocery list retrieval
clinc,please let me know what is on my shopping list,shopping list,grocery list retrieval
clinc,let me know what's on my shopping list,shopping list,grocery list retrieval
clinc,"text chrissy, i'm on my way",text,send text messages
clinc,"text dave, i'll be there soon",text,send text messages
clinc,send davis a text i'll be there in a few,text,send text messages
clinc,text laura i'll be late for dinner,text,send text messages
clinc,"text mike, ""i'm running late",text,send text messages
clinc,tell jim i'm coming home soon,text,send text messages
clinc,i want to tell susan that the meeting has been cancelled,text,event cancellation
clinc,tell fred that i don't have his guitar,text,send text messages
clinc,could you send a text to bill saying no,text,send text messages
clinc,text mark hello,text,greetings
clinc,text emily,text,send text messages
clinc,please text john,text,send text messages
clinc,i want you to text mark,text,send text messages
clinc,get a text to mark,text,Invalid
clinc,can you text walt and tell him to meet me at the car wash,text,send text messages
clinc,text courtney and inform her about the detour,text,send text messages
clinc,text dan and tell him to go home,text,send text messages
clinc,text samantha and let her know i will arrive in 10 minutes,text,send text messages
clinc,text katy and tell her i love her,text,send text messages
clinc,text jean and tell him to call work,text,send text messages
clinc,text steve and tell him i am running late,text,send text messages
clinc,i'd like you to text marie and let her know to meet me at the hospital,text,send text messages
clinc,text jeff and tell him to pay the bill,text,send text messages
clinc,text mark and tell him to leave now,text,send text messages
clinc,send jack a text saying hi,text,send text messages
clinc,send a text that says hi to abby,text,send text messages
clinc,"i'd like to send a text to jack, say ""hi",text,send text messages
clinc,can you text dave and tell him i like his paper,text,send text messages
clinc,can you text mary and tell her she is amazing,text,send text messages
clinc,can you text bill and tell him i love him,text,send text messages
clinc,what do i owe to jcp,bill balance,monthly bills
clinc,what is the amount due on my visa,bill balance,monthly bills
clinc,how much do i owe visa,bill balance,bank balance inquiries
clinc,how much do you think my rent and electric bills are,bill balance,monthly bills
